StartDate,EndDate,Status,Duplicate?,IP Address Check,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q1_1,Q2,Q3,Q4,Q5,Q16,Q7,Q23,Q8,Q30,Q31,Q35,Q23,Q24,Q25,Q26,total_no_tip,total_tip,mTurkCode
2017-04-09 18:51:31,2017-04-09 18:53:20,IP Address,,1,23.243.170.69,100,108,True,2017-04-09 18:53:21,R_3hhIxGF5mquLpVL,,,,,33.921600341797,-118.24530029297,anonymous,3,"Friends,Spouse / significant other,Family",Main course,Water,20,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",3,Somewhat reasonable,,,,Male,35-49,Strongly Agree,15,0,22.44,5306523
2017-04-09 18:59:39,2017-04-09 19:01:03,IP Address,,1,24.104.239.21,100,83,True,2017-04-09 19:01:03,R_1FQH7Fz7I7lYkRp,,,,,40.698303222656,-73.888000488281,anonymous,4,Friends,"Appetizer,Main course","Water,Non-alcoholic beverages",30,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",3,Somewhat reasonable,,,,Male,18-34,Strongly Agree,20,0,24.6,6985872
2017-04-09 19:44:09,2017-04-09 19:44:41,IP Address,,1,88.105.116.18,100,32,True,2017-04-09 19:44:42,R_1pXoniDUpp6t6ju,,,,,53.416702270508,-3,anonymous,3,Spouse / significant other,Appetizer,Cocktails / mixed drinks,20,,,,,One of our 20 draft craft beers,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat reasonable,Male,18-34,Disagree,10,40,0,7432001
2017-04-09 20:49:17,2017-04-09 20:51:04,IP Address,,1,198.27.220.219,100,106,True,2017-04-09 20:51:04,R_5tdi6SFPcR0QgjT,,,,,37.777206420898,-122.49310302734,anonymous,12,"Friends,Spouse / significant other,Family",Main course,Water,40,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",5,Somewhat reasonable,,,,Female,35-49,Strongly Agree,20,0,32,6322055
2017-04-09 21:07:20,2017-04-09 21:08:15,IP Address,,1,67.246.89.139,100,54,True,2017-04-09 21:08:15,R_1Qh1LSXlAdIHY2n,,,,,43.348007202148,-76.34220123291,anonymous,3,"Friends,Family","Appetizer,Main course",Non-alcoholic beverages,25,,,,,Bottled water,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat reasonable,Male,18-34,Strongly Agree,25,31,0,322741
2017-04-09 21:07:04,2017-04-09 21:09:40,IP Address,,1,50.132.11.177,100,155,True,2017-04-09 21:09:42,R_Di7pbh7WxrK1G81,,,,,47.252899169922,-122.44430541992,anonymous,15,"Friends,Spouse / significant other,Family,I eat alone",Main course,"Water,Cocktails / mixed drinks",18,Bottled water,Duck leg braised in the wood oven with Belgian endive and carrot relish: $24,3,Somewhat reasonable,,,,Female,18-34,Strongly Agree,15,0,28.92,9748303
2017-04-09 21:18:39,2017-04-09 21:20:27,IP Address,,1,108.217.225.51,100,107,True,2017-04-09 21:20:27,R_12o61QBICtZBgJd,,,,,37.507904052734,-121.95989990234,anonymous,2,"Friends,I eat alone",Main course,Water,15,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Extremely unreasonable,Male,35-49,Strongly Agree,15,26,0,5294855
2017-04-09 21:29:43,2017-04-09 21:31:08,IP Address,,1,68.172.215.207,100,84,True,2017-04-09 21:31:08,R_2RRparhPum1edvJ,,,,,41.448699951172,-74.46900177002,anonymous,2,"Spouse / significant other,Family","Appetizer,Main course",Water,25,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Neither reasonable nor unreasonable,Male,35-49,Strongly Agree,20,26,0,6339945
2017-04-09 21:33:56,2017-04-09 21:35:23,IP Address,,1,172.90.219.180,100,87,True,2017-04-09 21:35:24,R_6Eg72VRMeJbW2LD,,,,,33.912902832031,-118.34390258789,anonymous,3,Spouse / significant other,"Appetizer,Main course","Water,Non-alcoholic beverages",15,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,3.5,Somewhat reasonable,,,,Female,18-34,Strongly Agree,20,0,20.78,7749924
2017-04-09 22:15:31,2017-04-09 22:18:14,IP Address,,1,67.242.79.26,100,163,True,2017-04-09 22:18:15,R_2zXU9wCotX8uLtt,,,,,42.930603027344,-73.606597900391,anonymous,3,Spouse / significant other,"Appetizer,Main course,Dessert","Non-alcoholic beverages,Beer or cider,Cocktails / mixed drinks",50,One of our 20 draft craft beers,Duck leg braised in the wood oven with Belgian endive and carrot relish: $24,7,Somewhat reasonable,,,,Female,18-34,Strongly Disagree,20,0,41.56,8843588
2017-04-09 22:42:12,2017-04-09 22:43:07,IP Address,,1,67.85.106.229,100,55,True,2017-04-09 22:43:08,R_2fqv17p1VtT4dOb,,,,,40.644897460938,-73.958297729492,anonymous,7,"Friends,Colleagues,Family","Appetizer,Main course",Water,25,,,,,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $23",Neither reasonable nor unreasonable,Male,18-34,Strongly Agree,15,32,0,7650665
2017-04-09 23:17:51,2017-04-09 23:19:26,IP Address,,1,72.23.189.173,100,95,True,2017-04-09 23:19:27,R_2S1Ou6aLUgHHMaG,,,,,40.709701538086,-80.10489654541,anonymous,4,"Friends,I eat alone","Appetizer,Main course","Non-alcoholic beverages,Beer or cider",25,One of our 20 draft craft beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",4.5,Neither reasonable nor unreasonable,,,,Male,35-49,Strongly Agree,15,0,34.74,7310122
2017-04-09 23:56:36,2017-04-09 23:57:57,IP Address,,1,68.194.212.126,100,80,True,2017-04-09 23:57:58,R_125MChcphIny6AG,,,,,40.781997680664,-73.473899841309,anonymous,3,"Friends,Family",Main course,Beer or cider,25,,,,,One of our 5 national brand beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat unreasonable,Male,18-34,Strongly Agree,10,33,0,5921629
2017-04-10 00:06:38,2017-04-10 00:08:53,IP Address,,1,96.246.246.236,100,135,True,2017-04-10 00:08:54,R_3MAaEaUKQJqTmhd,,,,,40.735397338867,-73.878303527832,anonymous,1,Family,Main course,Non-alcoholic beverages,10,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",4,Somewhat reasonable,,,,Prefer not to answer,Prefer not to answer,Strongly Agree,15,0,25.6,7982070
2017-04-10 00:43:29,2017-04-10 00:45:06,IP Address,,1,50.24.188.141,100,97,True,2017-04-10 00:45:06,R_RVRSduZ9Kyccsbn,,,,,30.567001342773,-96.283699035645,anonymous,6,Family,Main course,Cocktails / mixed drinks,30,,,,,One of our 5 national brand beers,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,Female,18-34,Strongly Agree,15,28,0,211251
2017-04-10 02:21:56,2017-04-10 02:28:35,IP Address,,1,24.5.187.41,100,398,True,2017-04-10 02:28:35,R_soHCOQNTIPtlIyt,,,,,37.554992675781,-122.268699646,anonymous,30,Friends,Main course,Cocktails / mixed drinks,56,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,3,Neither reasonable nor unreasonable,,,,Prefer not to answer,18-34,Agree,10,0,20.28,8828049
2017-04-10 05:12:50,2017-04-10 05:14:13,IP Address,,1,74.98.4.62,100,82,True,2017-04-10 05:14:14,R_3QLaTD6ggL8BuWp,,,,,40.935394287109,-77.783096313477,anonymous,5,"Spouse / significant other,Family",Main course,Water,20,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,Female,18-34,Strongly Agree,15,21,0,2689957
2017-04-10 06:35:16,2017-04-10 06:36:37,IP Address,,1,104.169.50.110,100,81,True,2017-04-10 06:36:37,R_248ArmaQhtYOCsM,,,,,47.820907592773,-122.31510162354,anonymous,2,Friends,"Appetizer,Main course",Non-alcoholic beverages,25,,,,,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Extremely unreasonable,Male,35-49,Strongly Agree,20,33,0,1328064
2017-04-10 06:41:54,2017-04-10 06:43:25,IP Address,,1,67.165.27.110,100,91,True,2017-04-10 06:43:26,R_1QuzqC8igm1Dp8d,,,,,40.283493041992,-75.059600830078,anonymous,7,"Family,I eat alone","Appetizer,Main course","Non-alcoholic beverages,Cocktails / mixed drinks",25,Bottled water,Duck leg braised in the wood oven with Belgian endive and carrot relish: $24,7,Somewhat reasonable,,,,Male,18-34,Strongly Agree,25,0,32.92,1421505
2017-04-10 06:52:26,2017-04-10 06:54:28,IP Address,,1,98.110.20.84,100,121,True,2017-04-10 06:54:28,R_eQDqYybNUyGgQO5,,,,,39.423797607422,-75.257698059082,anonymous,15,Friends,Main course,Non-alcoholic beverages,20,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,Male,18-34,Strongly Agree,15,23,0,4142350
2017-04-10 07:29:22,2017-04-10 07:31:08,IP Address,,1,70.211.130.116,100,106,True,2017-04-10 07:31:09,R_3HZxMKrvdEHsOD1,,,,,34.003601074219,-118.30909729004,anonymous,12,"Friends,Colleagues,I eat alone",Main course,"Beer or cider,Cocktails / mixed drinks",25,One of our 20 draft craft beers,Duck leg braised in the wood oven with Belgian endive and carrot relish: $24,5.76,Neither reasonable nor unreasonable,,,,Male,18-34,Strongly Disagree,18,0,40.32,5402669
2017-04-10 07:53:31,2017-04-10 07:54:55,IP Address,,1,50.118.145.202,100,83,True,2017-04-10 07:54:55,R_2wKrapuCXvdrXum,,,,,25.77409362793,-80.181701660156,anonymous,3,"Friends,Spouse / significant other","Appetizer,Main course","Water,Non-alcoholic beverages,Wine,Cocktails / mixed drinks",40,,,,,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Somewhat reasonable,Female,18-34,Strongly Agree,20,33,0,7070399
2017-04-10 09:08:11,2017-04-10 09:11:10,IP Address,,1,69.249.246.194,100,178,True,2017-04-10 09:11:10,R_xo4CksZwM2qdQTT,,,,,40.193206787109,-75.674896240234,anonymous,10,"Friends,Family",Main course,Non-alcoholic beverages,20,One of our 20 draft craft beers,Duck leg braised in the wood oven with Belgian endive and carrot relish: $24,5,Somewhat reasonable,,,,Male,18-34,Strongly Agree,15,0,39.56,9480508
2017-04-10 09:16:59,2017-04-10 09:18:36,IP Address,,1,74.90.254.106,100,96,True,2017-04-10 09:18:36,R_2co58lG0VmGgAVM,,,,,40.671401977539,-73.936096191406,anonymous,10,Spouse / significant other,Main course,Beer or cider,25,,,,,One of our 20 draft craft beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat reasonable,Male,18-34,Strongly Agree,20,35,0,6254759
2017-04-10 10:39:30,2017-04-10 10:42:01,IP Address,,1,24.38.44.147,100,150,True,2017-04-10 10:42:01,R_2wTelOExIIa7AGi,,,,,40.71110534668,-73.946899414062,anonymous,8,"Spouse / significant other,I eat alone",Main course,"Water,Non-alcoholic beverages,Beer or cider",20,One of our 20 draft craft beers,Duck leg braised in the wood oven with Belgian endive and carrot relish: $24,7,Neither reasonable nor unreasonable,,,,Male,18-34,Strongly Agree,20,0,41.56,9284820
2017-04-10 11:23:22,2017-04-10 11:24:36,IP Address,,1,100.34.138.57,100,73,True,2017-04-10 11:24:36,R_2YERB6uUfXXQCwZ,,,,,40.04020690918,-75.533203125,anonymous,4,"Friends,Colleagues,Family","Appetizer,Main course","Water,Beer or cider",25,,,,,One of our 5 national brand beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Neither reasonable nor unreasonable,Male,35-49,Strongly Agree,20,33,0,514855
2017-04-10 11:29:42,2017-04-10 11:36:25,IP Address,,1,138.229.153.52,100,402,True,2017-04-10 11:36:25,R_1BRwmYWjJsh5X4q,,,,,35.125793457031,-117.98590087891,anonymous,30,"Spouse / significant other,Family","Appetizer,Main course,Dessert","Non-alcoholic beverages,Wine,Beer or cider,Cocktails / mixed drinks",15,Signature cocktail,Duck leg braised in the wood oven with Belgian endive and carrot relish: $24,5,Somewhat unreasonable,,,,Female,18-34,Strongly Agree,10,0,43.88,7072865
2017-04-10 11:34:35,2017-04-10 11:37:32,IP Address,,1,71.195.168.200,100,177,True,2017-04-10 11:37:33,R_3fv3tuc4FLJehmN,,,,,36.887405395508,-119.76969909668,anonymous,6,Family,Main course,Non-alcoholic beverages,12,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $18",5,Somewhat unreasonable,,,,Female,35-49,Strongly Agree,15,0,33.08,9625535
2017-04-10 11:36:09,2017-04-10 11:37:59,IP Address,,1,45.48.14.59,100,110,True,2017-04-10 11:38:00,R_3kueZ4Ye3M4GGfb,,,,,34.130004882812,-118.33860015869,anonymous,14,"Friends,Spouse / significant other","Appetizer,Main course,Dessert","Water,Wine,Beer or cider,Cocktails / mixed drinks",25,,,,,One of our 20 draft craft beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat reasonable,Male,18-34,Strongly Agree,20,35,0,1004193
2017-04-10 11:43:20,2017-04-10 11:45:27,IP Address,,1,70.62.219.126,100,126,True,2017-04-10 11:45:27,R_1oHEgbjKi5nrlYB,,,,,41.497299194336,-81.471397399902,anonymous,5,"Spouse / significant other,Colleagues,Family",Main course,Non-alcoholic beverages,22,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",3.21,Somewhat reasonable,,,,Female,35-49,Strongly Agree,15,0,24.81,8190018
2017-04-10 11:46:49,2017-04-10 11:50:11,IP Address,,1,47.138.89.67,100,202,True,2017-04-10 11:50:11,R_2whLQ1vbFIAZKlz,,,,,34.729705810547,-118.1575012207,anonymous,3,"Spouse / significant other,Family","Appetizer,Main course,Dessert","Water,Non-alcoholic beverages",25,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,Female,50-64,Strongly Agree,15,23,0,7977633
2017-04-10 13:33:24,2017-04-10 13:36:06,IP Address,,1,47.148.162.153,100,161,True,2017-04-10 13:36:06,R_2P5JZKNMVzyvLRN,,,,,34.027297973633,-117.58779907227,anonymous,7,Family,"Main course,Dessert",Non-alcoholic beverages,25,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,Male,18-34,Strongly Agree,5,23,0,2465496
2017-04-10 15:59:32,2017-04-10 16:01:11,IP Address,,1,173.51.132.152,100,98,True,2017-04-10 16:01:11,R_XBNnW7ucM7ijuWB,,,,,33.993103027344,-117.96870422363,anonymous,12,"Friends,Spouse / significant other,Family",Main course,"Water,Non-alcoholic beverages,Wine,Cocktails / mixed drinks",30,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",3,Extremely reasonable,,,,Female,18-34,Strongly Agree,15,0,24.6,1829982
2017-04-10 16:14:38,2017-04-10 16:17:26,IP Address,,1,129.32.224.77,100,168,True,2017-04-10 16:17:27,R_8pmiU53rjWk23p7,,,,,39.977401733398,-75.145202636719,anonymous,10,"Friends,Family","Main course,Dessert","Water,Non-alcoholic beverages,Beer or cider",40,One of our 20 draft craft beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",6,Somewhat reasonable,,,,Male,18-34,Strongly Agree,20,0,36.24,7650236
2017-04-10 17:36:38,2017-04-10 17:40:38,IP Address,,1,74.79.81.9,100,239,True,2017-04-10 17:40:39,R_242BL6ECZvz5uNd,,,,,43.446395874023,-76.397102355957,anonymous,12,"Friends,I eat alone",Main course,Water,15,,,,,Bottled water,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Extremely unreasonable,Male,18-34,Strongly Agree,15,31,0,5270219
2017-04-10 19:52:45,2017-04-10 19:54:56,IP Address,,1,108.227.120.41,100,131,True,2017-04-10 19:54:57,R_2bPjv7lZ26xdZzz,,,,,38.47380065918,-121.44340515137,anonymous,2,Spouse / significant other,Main course,Beer or cider,20,,,,,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat unreasonable,Male,35-49,Strongly Agree,20,32,0,7502732
2017-04-10 19:57:39,2017-04-10 19:59:12,IP Address,,1,216.165.250.38,100,92,True,2017-04-10 19:59:13,R_cGFpCZD5wr2Prdn,,,,,34.153900146484,-117.99189758301,anonymous,5,"Friends,I eat alone",Main course,"Water,Non-alcoholic beverages",16,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",3,Somewhat unreasonable,,,,Male,18-34,Strongly Agree,10,0,22.44,6969794
2017-04-11 05:39:07,2017-04-11 05:41:14,IP Address,,1,72.229.232.235,100,127,True,2017-04-11 05:41:15,R_31dE7KB0wPregP7,,,,,40.76220703125,-73.912101745605,anonymous,4,"Friends,Spouse / significant other",Main course,"Water,Beer or cider",35,,,,,One of our 5 national brand beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat reasonable,Female,18-34,Strongly Disagree,20,33,0,2100220
2017-04-11 07:31:05,2017-04-11 07:33:23,IP Address,,1,137.139.88.8,100,137,True,2017-04-11 07:33:24,R_ZDgCrErgeJSEUuJ,,,,,40.789794921875,-73.596397399902,anonymous,4,"Spouse / significant other,I eat alone",Main course,"Water,Beer or cider",35,One of our 20 draft craft beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",6,Somewhat reasonable,,,,Male,35-49,Strongly Agree,20,0,36.24,302980
2017-04-11 10:37:31,2017-04-11 10:40:41,IP Address,,1,138.163.106.71,100,189,True,2017-04-11 10:40:42,R_25MIAaTLnBEZD2N,,,,,47.606201171875,-122.33209991455,anonymous,18,"Friends,Family,I eat alone","Appetizer,Main course","Water,Non-alcoholic beverages,Cocktails / mixed drinks",20,,,,,Bottled water,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat unreasonable,Male,18-34,Strongly Agree,20,31,0,2563208
2017-04-11 10:40:21,2017-04-11 10:41:52,IP Address,,1,128.147.28.65,100,91,True,2017-04-11 10:41:53,R_1OJ3o87EevAhjnG,,,,,40.46809387207,-79.911399841309,anonymous,6,"Friends,Spouse / significant other",Main course,"Water,Beer or cider,Cocktails / mixed drinks",20,One of our 20 draft craft beers,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,5,Somewhat reasonable,,,,Female,18-34,Strongly Disagree,20,0,30.92,6424655
2017-04-11 11:09:37,2017-04-11 11:11:35,IP Address,,1,158.130.248.69,100,118,True,2017-04-11 11:11:36,R_qFzjph1EZMDq4ut,,,,,39.959701538086,-75.196800231934,anonymous,12,I eat alone,Main course,Water,25,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,3.5,Somewhat reasonable,,,,Male,35-49,Strongly Agree,20,0,20.78,7314241
2017-04-11 11:50:03,2017-04-11 11:51:31,IP Address,,1,130.91.113.45,100,88,True,2017-04-11 11:51:32,R_tLkGwLFJU0I0BHj,,,,,39.959701538086,-75.196800231934,anonymous,5,"Friends,Spouse / significant other",Main course,"Non-alcoholic beverages,Beer or cider",25,,,,,One of our 5 national brand beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat unreasonable,Male,18-34,Strongly Agree,20,33,0,7728644
2017-04-11 12:31:32,2017-04-11 12:33:01,IP Address,,1,70.209.139.52,100,89,True,2017-04-11 12:33:02,R_21vt1SWLRi9XE9E,,,,,42.729904174805,-75.981101989746,anonymous,7,"Friends,Spouse / significant other,Family","Appetizer,Main course","Water,Non-alcoholic beverages,Beer or cider",20,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,3,Extremely reasonable,,,,Male,18-34,Strongly Agree,20,0,20.28,2939731
2017-04-11 13:35:59,2017-04-11 13:38:33,IP Address,,1,192.104.24.222,100,153,True,2017-04-11 13:38:33,R_2wtqrgaNw3jMJ5y,,,,,40.345596313477,-80.134201049805,anonymous,8,"Friends,Spouse / significant other,Family","Main course,Dessert",Water,9,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Neither reasonable nor unreasonable,Female,18-34,Strongly Agree,15,26,0,832598
2017-04-11 14:20:22,2017-04-11 14:21:46,IP Address,,1,136.142.196.15,100,83,True,2017-04-11 14:21:46,R_2V8at7tB7B9eqAB,,,,,40.43440246582,-80.024803161621,anonymous,10,"Friends,Spouse / significant other","Appetizer,Main course",Water,20,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",3.24,Somewhat reasonable,,,,Female,18-34,Strongly Agree,18,0,22.68,4894825
2017-04-11 14:27:47,2017-04-11 14:30:17,IP Address,,1,65.78.149.47,100,150,True,2017-04-11 14:30:18,R_2yqtvDzWHJJ8RZT,,,,,38.551696777344,-121.45010375977,anonymous,2,"Friends,Spouse / significant other",Main course,"Water,Wine,Beer or cider",25,,,,,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat unreasonable,Male,18-34,Strongly Agree,18,32,0,2910901
